GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000187730	1	1945780	1967192	117	30	85264	-0.38438	0.64965	GABRD
ENSG00000067606	1	1976909	2121834	894	80	106484	-0.068711	0.52739	PRKCZ
ENSG00000162585	1	2110903	2149159	155	55	110184	0.14877	0.44087	C1orf86
ENSG00000269554	1	2116237	2128179	30	14	116908	-0.19947	0.57905	AL590822.2
ENSG00000203301	1	2138360	2150620	66	34	109930	0.41281	0.33987	AL590822.1
ENSG00000157933	1	2155134	2246558	459	118	112282	1.4505	0.073461	SKI
ENSG00000116151	1	2247692	2328146	508	77	118227	0.093376	0.4628	MORN1
ENSG00000269753	1	2253581	2264042	77	33	113008	-0.26046	0.60274	AL589739.1
ENSG00000157916	1	2318267	2341883	105	36	117941	2.2666	0.011706	RER1
ENSG00000157911	1	2331236	2350236	106	47	110576	1.52	0.064256	PEX10
ENSG00000149527	1	2352419	2441969	589	114	106775	0.99047	0.16097	PLCH2
ENSG00000157881	1	2434972	2463039	185	48	102721	1.1519	0.12468	PANK4
ENSG00000197921	1	2455184	2466684	58	23	104933	0.75146	0.22619	HES5
ENSG00000157873	1	2482078	2501821	116	29	106692	0.61479	0.26935	TNFRSF14
ENSG00000157870	1	2512930	2527908	76	18	115303	0.19663	0.42206	FAM213B
ENSG00000142606	1	2517078	2569481	307	32	116842	-0.19248	0.57632	MMEL1
ENSG00000215912	1	2562415	2723286	633	57	85883	0.45114	0.32595	TTC34
ENSG00000169717	1	2933046	2944465	72	22	110906	0.49466	0.31042	ACTRT2
ENSG00000142611	1	2980732	3360185	2635	290	110410	0.12068	0.45197	PRDM16
ENSG00000130762	1	3365990	3402677	217	43	106045	-0.18678	0.57408	ARHGEF16
ENSG00000162591	1	3401484	3533059	891	154	106457	-0.43336	0.66762	MEGF6
ENSG00000158109	1	3536566	3551691	80	27	101959	-0.38988	0.65169	TPRG1L
ENSG00000116213	1	3542331	3574325	160	40	100129	-0.51481	0.69666	WRAP73
ENSG00000078900	1	3564084	3657765	551	114	105066	1.9332	0.026605	TP73
ENSG00000162592	1	3663962	3693209	185	66	108313	1.4707	0.070689	CCDC27
ENSG00000235169	1	3684352	3697546	100	24	122104	1.6118	0.053506	SMIM1
ENSG00000130764	1	3691784	3718068	197	42	117931	0.69518	0.24347	LRRC47
ENSG00000116198	1	3723645	3778778	457	38	121722	1.1794	0.11913	CEP104
ENSG00000169598	1	3768845	3806993	353	59	114625	0.33694	0.36808	DFFB
ENSG00000198912	1	3800689	3821857	149	36	106407	1.0485	0.1472	C1orf174
ENSG00000196581	1	4709792	4857594	1000	151	122072	-0.78229	0.78298	AJAP1
ENSG00000131697	1	5917871	6057533	760	47	114010	-0.51454	0.69656	NPHP4
ENSG00000069424	1	6046526	6166253	650	108	108149	0.37313	0.35452	KCNAB2
ENSG00000268332	1	6095630	6106399	59	25	113446	0.38223	0.35115	AL035406.1
ENSG00000116254	1	6156853	6245183	508	72	112378	-0.26763	0.60551	CHD5
ENSG00000116251	1	6236329	6274449	138	40	110854	0.88672	0.18761	RPL22
ENSG00000158286	1	6260535	6286359	110	32	110051	1.0174	0.15448	RNF207
ENSG00000116237	1	6276253	6301032	93	28	110467	1.6697	0.047486	ICMT
ENSG00000173673	1	6299252	6310638	42	20	110274	1.5326	0.062692	HES3
ENSG00000158292	1	6302406	6326035	124	27	114031	2.4832	0.0065107	GPR153
ENSG00000097021	1	6319329	6459451	807	60	113625	0.63028	0.26425	ACOT7
ENSG00000069812	1	6467478	6489730	109	20	124008	0.8929	0.18596	HES2
ENSG00000187017	1	6479848	6526430	213	40	114022	0.1	0.46017	ESPN
ENSG00000215788	1	6516211	6531255	75	26	108099	0.060643	0.47582	TNFRSF25
ENSG00000171680	1	6521152	6585121	328	69	107898	-0.15188	0.56036	PLEKHG5
ENSG00000162408	1	6576407	6619595	250	22	115238	-0.16046	0.56374	NOL9
ENSG00000173662	1	6610241	6644817	182	39	107274	0.86407	0.19377	TAS1R1
ENSG00000204859	1	6635061	6654340	78	43	104181	1.9969	0.022919	ZBTB48
ENSG00000162413	1	6645784	6679667	139	49	111456	2.6205	0.0043901	KLHL21
ENSG00000116273	1	6668745	6689093	74	27	113662	2.7339	0.0031291	PHF13
ENSG00000041988	1	6679926	6700646	84	29	116608	2.418	0.0078029	THAP3
ENSG00000007923	1	6689228	6766984	321	53	113143	1.9231	0.027236	DNAJC11
ENSG00000171735	1	6840384	7834766	4615	371	115368	-0.71254	0.76193	CAMTA1
ENSG00000049245	1	7826329	7846492	88	32	116919	-0.31674	0.62428	VAMP3
ENSG00000049246	1	7839380	7910237	352	44	125403	0.59558	0.27573	PER3
ENSG00000049247	1	7898143	7918572	105	33	126238	-0.48996	0.68792	UTS2
ENSG00000049249	1	7974907	8005926	109	27	113293	-0.20438	0.58097	TNFRSF9
ENSG00000116288	1	8009351	8050565	157	41	109641	-0.56297	0.71327	PARK7
ENSG00000116285	1	8059464	8091368	104	29	105059	0.18941	0.42488	ERRFI1
ENSG00000162426	1	8372886	8409227	200	46	108201	0.050688	0.47979	SLC45A1
ENSG00000142599	1	8407457	8882702	1423	80	107426	-0.64125	0.73932	RERE
ENSG00000074800	1	8916061	8944308	100	30	110835	1.7505	0.040015	ENO1
ENSG00000131686	1	9000926	9040151	268	70	114020	0.43737	0.33092	CA6
ENSG00000197241	1	9058359	9091404	182	64	117351	0.10194	0.4594	SLC2A7
ENSG00000142583	1	9090166	9153537	348	47	121502	-1.8011	0.96416	SLC2A5
ENSG00000180758	1	9155364	9194229	179	43	123066	-0.81265	0.79179	GPR157
ENSG00000049239	1	9289834	9336396	250	60	116961	0.7335	0.23163	H6PD
ENSG00000171621	1	9347939	9434591	577	110	117725	1.4947	0.067498	SPSB1
ENSG00000171612	1	9594541	9650237	208	53	100926	-1.2724	0.89838	SLC25A33
ENSG00000188807	1	9643932	9679935	130	37	99690	-0.9204	0.82132	TMEM201
ENSG00000171608	1	9706790	9794172	370	76	103209	0.24319	0.40393	PIK3CD
ENSG00000179840	1	9707668	9719644	63	18	111879	0.83208	0.20268	C1orf200
ENSG00000171603	1	9784084	9889584	398	62	97793	0.43634	0.3313	CLSTN1
ENSG00000178585	1	9903334	9975394	288	50	96863	1.7001	0.044559	CTNNBIP1
ENSG00000162441	1	9977173	10008465	106	26	113650	0.60536	0.27247	LZIC
ENSG00000173614	1	9998486	10050559	191	48	110447	1.2788	0.10049	NMNAT1
ENSG00000162444	1	10052264	10081078	100	25	112313	1.4441	0.074358	RBP7
ENSG00000130939	1	10087890	10246297	597	51	111625	1.6927	0.045252	UBE4B
ENSG00000054523	1	10265863	10446661	777	35	120656	-0.22289	0.58819	KIF1B
ENSG00000142657	1	10453649	10485201	129	31	116604	-0.35172	0.63748	PGD
ENSG00000175279	1	10485159	10517210	140	23	115944	1.0988	0.13593	APITD1
ENSG00000251503	1	10485159	10517210	140	23	115944	1.0988	0.13593	APITD1-CORT
ENSG00000241563	1	10504776	10516959	41	14	115227	2.3119	0.010391	CORT
ENSG00000160049	1	10511579	10537583	101	40	102484	2.1118	0.017352	DFFA
ENSG00000142655	1	10527345	10695815	626	79	117819	0.72115	0.23541	PEX14
ENSG00000130940	1	10691661	10861707	813	149	107046	0.29998	0.3821	CASZ1
ENSG00000175262	1	11001528	11047094	267	46	112861	1.2602	0.10381	C1orf127
ENSG00000120948	1	11067414	11090796	88	21	104610	-1.6459	0.95011	TARDBP
ENSG00000009724	1	11081580	11112290	138	31	104043	-0.9854	0.83779	MASP2
ENSG00000116649	1	11109641	11125081	58	18	101766	0.057689	0.477	SRM
ENSG00000171824	1	11121675	11164938	198	23	110550	0.31011	0.37824	EXOSC10
ENSG00000198793	1	11161592	11327564	572	29	112116	0.66767	0.25217	MTOR
ENSG00000171819	1	11244398	11261038	42	10	107078	0.49255	0.31117	ANGPTL7
ENSG00000120942	1	11328263	11361106	91	23	103790	0.21023	0.41674	UBIAD1
ENSG00000204624	1	11534223	11602641	282	37	114593	-0.41706	0.66168	PTCHD2
ENSG00000116661	1	11703424	11720842	81	39	109832	1.4774	0.069784	FBXO2
ENSG00000132879	1	11709432	11728384	99	37	109861	0.62577	0.26573	FBXO44
ENSG00000116663	1	11719181	11739411	115	36	109391	0.13023	0.44819	FBXO6
ENSG00000116670	1	11729537	11756707	143	48	108804	0.8374	0.20118	MAD2L2
ENSG00000162490	1	11746786	11790914	230	71	106662	0.02597	0.48964	DRAXIN
ENSG00000177674	1	11791141	11819859	123	35	110532	-1.0729	0.85834	AGTRAP
ENSG00000215910	1	11816844	11854642	244	33	125063	-0.2276	0.59002	C1orf167
ENSG00000177000	1	11840780	11871977	202	31	126796	0.26661	0.39488	MTHFR
ENSG00000011021	1	11861207	11908201	332	33	125633	0.60791	0.27162	CLCN6
ENSG00000175206	1	11900766	11913402	82	24	120429	0.73278	0.23185	NPPA
ENSG00000120937	1	11912521	11923988	60	22	123768	1.207	0.11371	NPPB
ENSG00000116685	1	11974648	11991485	92	24	124164	-0.063155	0.52518	KIAA2013
ENSG00000083444	1	11989262	12040595	246	47	115670	-0.47681	0.68325	PLOD1
ENSG00000116688	1	12035238	12078571	201	36	117346	-1.2696	0.89789	MFN2
ENSG00000116691	1	12074523	12097102	88	30	110704	-1.5352	0.93763	MIIP
ENSG00000120949	1	12118434	12209264	453	99	107346	-0.45787	0.67648	TNFRSF8
ENSG00000028137	1	12222060	12274285	257	38	114828	0.22066	0.41268	TNFRSF1B
ENSG00000048707	1	12285124	12577099	971	62	110415	1.382	0.083493	VPS13D
ENSG00000162496	1	12622939	12682737	301	69	118913	1.2325	0.10887	DHRS3
ENSG00000204518	1	12699566	12732097	183	44	100138	0.1279	0.44911	AADACL4
ENSG00000188984	1	12771118	12793726	132	33	109339	-0.031696	0.51264	AADACL3
ENSG00000157330	1	12801163	12828847	162	27	109077	-1.0647	0.8565	C1orf158
ENSG00000116726	1	12829984	12843049	68	21	101489	-1.2792	0.89959	PRAMEF12
ENSG00000116721	1	12846546	12861777	149	46	88672	0.082125	0.46727	PRAMEF1
ENSG00000204513	1	12879468	12896264	141	36	86146	-0.19263	0.57638	PRAMEF11
ENSG00000179172	1	12902261	12913578	97	10	100182	-0.075006	0.5299	HNRNPCL1
ENSG00000120952	1	12911941	12926764	183	35	92260	0.027752	0.48893	PRAMEF2
ENSG00000243073	1	12934045	12951025	109	29	79989	0.16593	0.4341	PRAMEF4
ENSG00000187545	1	12947727	12963101	66	29	73902	0.81756	0.2068	PRAMEF10
ENSG00000204510	1	12971450	12985569	29	15	68586	-0.19473	0.5772	PRAMEF7
ENSG00000232423	1	12993181	13122751	125	57	68722	0.71249	0.23808	PRAMEF6
ENSG00000204508	1	13030543	13043381	12	6	68339	2.1604	0.01537	PRAMEF22
ENSG00000239810	1	13047394	13057998	30	11	70692	0.20333	0.41944	WI2-3308P17.2
ENSG00000229571	1	13211356	13224581	14	8	68260	-1.2556	0.89538	PRAMEF26
ENSG00000204503	1	13323196	13336692	9	3	68523	-0.59566	0.7243	PRAMEF3
ENSG00000204502	1	13354819	13374057	8	5	68204	0.28724	0.38696	PRAMEF5
ENSG00000182330	1	13381646	13395765	37	14	68952	-0.99597	0.84037	PRAMEF8
ENSG00000204501	1	13416176	13433191	2	1	67786	0.16684	0.43375	PRAMEF9
ENSG00000204495	1	13442414	13457656	9	4	67786	-0.28601	0.61257	PRAMEF13
ENSG00000204491	1	13469689	13482522	22	8	68389	-1.8875	0.97046	PRAMEF18
ENSG00000204488	1	13490254	13503260	14	5	67786	-0.38701	0.65063	PRAMEF16
ENSG00000204486	1	13511066	13531943	31	12	68000	-1.0467	0.85237	PRAMEF21
ENSG00000157358	1	13636973	13653988	3	2	67786	-1.325	0.90742	PRAMEF15
ENSG00000204481	1	13663269	13678511	7	3	67786	0.69238	0.24435	PRAMEF14
ENSG00000204480	1	13689889	13703405	16	6	68201	1.1427	0.12659	PRAMEF19
ENSG00000204479	1	13711092	13724089	26	13	72076	0.47312	0.31806	PRAMEF17
ENSG00000204478	1	13731907	13752803	14	6	75096	1.0135	0.15542	PRAMEF20
ENSG00000162494	1	13796445	13845543	339	80	112788	-0.13362	0.55315	LRRC38
ENSG00000162493	1	13904960	13949452	266	69	117138	1.4806	0.069358	PDPN
ENSG00000116731	1	14021693	14156574	607	65	116062	0.22137	0.4124	PRDM2
ENSG00000189337	1	14920200	15449539	3033	335	114377	0.045346	0.48192	KAZN
ENSG00000171729	1	15474028	15551976	502	59	122530	0.40071	0.34432	TMEM51
ENSG00000204464	1	15485840	15502813	95	25	119034	0.37998	0.35198	C1orf195
ENSG00000142621	1	15568768	15731779	827	114	114750	-0.13591	0.55406	FHAD1
ENSG00000142634	1	15731391	15761839	170	58	105432	-1.0404	0.85093	EFHD2
ENSG00000162438	1	15759935	15780737	86	33	105827	0.61553	0.2691	CTRC
ENSG00000142615	1	15778223	15803586	142	39	121198	2.5222	0.0058311	CELA2A
ENSG00000215704	1	15787404	15822895	187	43	120626	1.8867	0.029599	CELA2B
ENSG00000132906	1	15812327	15858029	236	26	118725	0.94291	0.17286	CASP9
ENSG00000116138	1	15848308	15923874	360	27	122206	0.91823	0.17925	DNAJC16
ENSG00000116771	1	15893848	15916605	134	20	122099	1.2856	0.099287	AGMAT
ENSG00000197312	1	15938995	16000539	212	26	114234	0.11421	0.45454	DDI2
ENSG00000215695	1	15981364	15993217	31	9	111099	0.57682	0.28203	RSC1A1
ENSG00000116786	1	16005827	16066264	274	33	117422	0.49701	0.30959	PLEKHM2
ENSG00000162461	1	16057900	16072891	70	28	105510	1.4229	0.077388	SLC25A34
ENSG00000162460	1	16063917	16079477	81	27	105588	1.393	0.081812	TMEM82
ENSG00000162458	1	16078102	16118089	180	40	110157	0.091305	0.46363	FBLIM1
ENSG00000065526	1	16169359	16271955	335	46	112940	-0.15363	0.56105	SPEN
ENSG00000116809	1	16263364	16307627	140	44	113151	0.092072	0.46332	ZBTB17
ENSG00000183888	1	16325731	16340302	110	22	125155	-0.28482	0.61211	C1orf64
ENSG00000173641	1	16335523	16351089	114	20	125633	1.0043	0.1576	HSPB7
ENSG00000186510	1	16340370	16365545	203	33	119660	0.81473	0.20761	CLCNKA
ENSG00000184908	1	16365272	16388803	270	34	119596	2.0925	0.018195	CLCNKB
ENSG00000185519	1	16379264	16405127	202	36	114984	2.8306	0.0023233	FAM131C
ENSG00000142627	1	16445832	16487582	164	60	105765	4.0639	2.4133e-05	EPHA2
ENSG00000142632	1	16519349	16544104	128	22	123685	2.5335	0.0056464	ARHGEF19
ENSG00000204377	1	16550368	16561038	40	12	117808	4.4059	5.2673e-06	C1orf134
ENSG00000132881	1	16553195	16568657	53	19	115895	4.5157	3.1553e-06	RSG1
ENSG00000037637	1	16568334	16683949	373	37	115629	4.5	3.3973e-06	FBXO42
ENSG00000055070	1	16674070	16729640	213	41	115950	3.8248	6.5443e-05	SZRD1
ENSG00000187144	1	16708612	16768919	255	53	115568	1.7008	0.044487	SPATA21
ENSG00000157191	1	16762167	16791573	133	35	116505	-0.97965	0.83637	NECAP2
ENSG00000268674	1	16860561	16871070	42	23	73413	-1.725	0.95774	FAM231B
ENSG00000219481	1	16883814	16945057	324	96	69101	-0.9711	0.83425	NBPF1
ENSG00000237847	1	16994498	17005007	29	16	89838	-0.97415	0.83501	FAM231A
ENSG00000268991	1	17055447	17065956	17	10	71033	0.86692	0.19299	FAM231C
ENSG00000058453	1	17061768	17304474	855	110	88763	-0.65051	0.74232	CROCC
ENSG00000117122	1	17295997	17312330	78	25	111874	-0.25781	0.60172	MFAP2
ENSG00000159363	1	17307453	17343423	120	31	118115	0.17772	0.42947	ATP13A2
ENSG00000117118	1	17340217	17385665	212	33	122550	1.5302	0.062986	SDHB
ENSG00000117115	1	17388256	17450948	420	41	121784	0.00068691	0.49973	PADI2
ENSG00000142623	1	17526621	17577500	311	93	113828	-1.0434	0.85161	PADI1
ENSG00000142619	1	17570593	17615728	290	51	124118	-0.038897	0.51551	PADI3
ENSG00000159339	1	17629690	17695499	501	59	120512	-0.8145	0.79232	PADI4
ENSG00000269468	1	17650507	17681070	242	31	125450	-0.56777	0.7149	AC004824.2
ENSG00000179051	1	17728256	17771220	186	44	110339	-0.99407	0.83991	RCC2
ENSG00000074964	1	17861330	18029369	882	98	106949	-1.2736	0.8986	ARHGEF10L
ENSG00000117148	1	18076808	18158558	368	62	114429	-0.92544	0.82263	ACTL8
ENSG00000117154	1	18429240	18709977	1609	223	115449	-0.034127	0.51361	IGSF21
ENSG00000179023	1	18802424	18817478	105	21	127388	-0.36564	0.64268	KLHDC7A
ENSG00000009709	1	18952500	19080360	633	148	107721	-0.34083	0.63339	PAX7
ENSG00000179002	1	19161093	19191176	217	52	122084	1.278	0.10062	TAS1R2
ENSG00000255275	1	19170767	19252615	598	92	114834	0.51162	0.30446	RP13-279N23.2
ENSG00000159423	1	19192926	19234275	291	50	111151	0.20641	0.41823	ALDH4A1
ENSG00000169991	1	19225775	19288180	348	67	118607	-0.63583	0.73756	IFFO2
ENSG00000127481	1	19396000	19541770	468	50	118907	-0.21434	0.58486	UBR4
ENSG00000127463	1	19537158	19583046	184	36	126379	-0.007519	0.503	EMC1
ENSG00000053372	1	19573033	19591622	107	19	137081	0.86335	0.19397	MRTO4
ENSG00000162482	1	19604052	19620744	83	14	116469	0.31033	0.37815	AKR7A3
ENSG00000053371	1	19625459	19643640	78	32	122991	0.49611	0.30991	AKR7A2
ENSG00000040487	1	19633820	19660794	166	33	128327	-1.0406	0.85097	PQLC2
ENSG00000077549	1	19660267	19817066	808	55	123212	0.38832	0.34889	CAPZB
ENSG00000270136	1	19918473	19989549	354	54	113679	0.99156	0.16071	MINOS1-NBL1
ENSG00000173436	1	19918477	19961314	190	29	111706	1.4949	0.067465	MINOS1
ENSG00000158747	1	19962048	19989945	163	49	115994	-0.012745	0.50508	NBL1
ENSG00000158748	1	19986780	20011055	113	27	118367	-0.65625	0.74417	HTR6
ENSG00000162542	1	20003706	20131438	658	98	113787	-0.0015279	0.50061	TMCO4
ENSG00000178828	1	20135523	20146771	92	30	121758	0.36589	0.35722	RNF186
ENSG00000169914	1	20204006	20244438	146	40	118293	0.87861	0.18981	OTUD3
ENSG00000188784	1	20241502	20255110	73	29	120945	0.9672	0.16672	PLA2G2E
ENSG00000188257	1	20296925	20311932	94	38	111242	-0.22995	0.59093	PLA2G2A
ENSG00000127472	1	20349672	20422683	350	45	118640	-1.18	0.881	PLA2G5
ENSG00000117215	1	20433432	20451050	88	40	113942	-1.256	0.89544	PLA2G2D
ENSG00000158786	1	20460819	20481879	84	44	113117	0.76561	0.22195	PLA2G2F
ENSG00000187980	1	20482746	20508917	109	43	109007	0.38207	0.35121	PLA2G2C
ENSG00000162543	1	20507578	20527541	68	24	110756	0.14821	0.44109	UBXN10
ENSG00000158816	1	20612412	20686387	393	54	119868	0.7131	0.23789	VWA5B1
ENSG00000162545	1	20803884	20817713	39	20	109942	0.79053	0.21461	CAMK2N1
ENSG00000090432	1	20820943	20839654	85	30	110882	1.4112	0.079093	MUL1
ENSG00000183114	1	20873932	20886512	81	25	121695	-0.83651	0.79857	FAM43B
ENSG00000158825	1	20910441	20950401	259	37	122231	0.34229	0.36607	CDA
ENSG00000158828	1	20954948	20983004	154	27	121083	-0.15585	0.56192	PINK1
ENSG00000244038	1	20973270	20993000	109	22	116787	-0.065905	0.52627	DDOST
ENSG00000117245	1	20985507	21049510	389	94	113040	-0.035975	0.51435	KIF17
ENSG00000189410	1	21041225	21064330	108	35	116435	0.21848	0.41353	SH2D5
ENSG00000127483	1	21064154	21118816	165	40	113439	1.0266	0.1523	HP1BP3
ENSG00000075151	1	21127963	21508377	1253	58	112289	0.69412	0.2438	EIF4G3
ENSG00000117298	1	21538740	21676997	664	87	114246	-0.2614	0.60311	ECE1
ENSG00000142794	1	21761621	21816498	311	31	112858	-0.62139	0.73283	NBPF3
ENSG00000162551	1	21830858	21909905	488	66	120874	-1.5098	0.93446	ALPL
ENSG00000076864	1	21917708	22000801	423	84	123710	2.6493	0.0040325	RAP1GAP
ENSG00000090686	1	21999791	22115099	551	61	117759	0.071704	0.47142	USP48
ENSG00000187942	1	22133758	22156714	111	51	118362	3.0865	0.0010128	LDLRAD2
ENSG00000142798	1	22143738	22268790	640	84	115915	2.4354	0.007437	HSPG2
ENSG00000219073	1	22298514	22330135	371	35	118612	0.36876	0.35615	CELA3B
ENSG00000142789	1	22323149	22344032	187	29	111641	0.0088411	0.49647	CELA3A
ENSG00000070831	1	22374120	22424437	217	48	114090	3.5267	0.00021036	CDC42
ENSG00000162552	1	22438798	22475462	190	51	119422	5.6015	1.0623e-08	WNT4
ENSG00000184677	1	22773344	22862650	262	39	114233	-0.44083	0.67033	ZBTB40
ENSG00000070886	1	22885057	22935087	301	53	113508	0.73392	0.2315	EPHA8
ENSG00000173372	1	22957999	22971101	73	16	121783	0.35017	0.36311	C1QA
ENSG00000159189	1	22965123	22979603	72	18	126773	1.0355	0.15021	C1QC
ENSG00000173369	1	22974255	22993031	83	23	124795	2.0554	0.01992	C1QB
ENSG00000133216	1	23032332	23246818	1003	138	107896	1.5682	0.058417	EPHB2
ENSG00000215906	1	23274536	23296831	96	29	121965	1.2896	0.0986	LACTBL1
ENSG00000227868	1	23332327	23347343	55	20	110081	1.5192	0.064361	C1orf234
ENSG00000004487	1	23340941	23415182	191	41	107631	2.0348	0.020934	KDM1A
ENSG00000169641	1	23405516	23509301	313	44	115098	2.721	0.003254	LUZP1
ENSG00000179546	1	23511993	23526222	84	14	122487	3.3469	0.00040861	HTR1D
ENSG00000125944	1	23625264	23675829	168	38	93784	0.15177	0.43968	HNRNPR
ENSG00000125945	1	23680941	23700935	76	21	117064	0.2105	0.41664	ZNF436
ENSG00000249087	1	23690490	23703332	45	12	121958	0.0092125	0.49632	C1orf213
ENSG00000204219	1	23702554	23756233	239	55	115527	-0.15555	0.5618	TCEA3
ENSG00000088280	1	23750056	23816061	261	37	112676	-0.27798	0.60949	ASAP3
ENSG00000007968	1	23827922	23862712	137	34	108087	0.10357	0.45875	E2F2
ENSG00000117318	1	23879409	23891285	54	27	112485	-0.048343	0.51928	ID3
ENSG00000197880	1	23902985	23972058	273	74	105833	0.54997	0.29117	MDS2
ENSG00000142676	1	24013269	24027915	75	27	101965	1.3577	0.087274	RPL11
ENSG00000011007	1	24064645	24093549	98	21	95764	1.3463	0.089098	TCEB3
ENSG00000057757	1	24099895	24119722	49	30	100088	2.873	0.0020331	PITHD1
ENSG00000011009	1	24112460	24127029	31	20	88230	2.9608	0.0015342	LYPLA2
ENSG00000117308	1	24117089	24132271	32	19	92670	3.433	0.00029846	GALE
ENSG00000117305	1	24123375	24170110	122	29	101910	2.6841	0.0036365	HMGCL
ENSG00000179163	1	24166567	24199784	132	26	104569	2.7919	0.0026204	FUCA1
